P_OpCo	P_CustomerID	P_UserID	P_Location	P_StorageName	P_FoodType	P_GroupName	P_SupplierName	P_Address	P_ContactName	P_Email	P_PhoneNumber	P_Notes	P_ProductName	P_MaterialID	P_Brand	P_AvgWtPerCase	P_PackPerSize	P_UOM	P_CategoryName	P_InvoiceNumber	P_Price	P_Quantity
067	131920	131920	expenseCategory	D	nonFood	PT_Group9472	PT_Sup9472	PT_Add9472	PT_ContactName9472	PT_EMAIL02@test.com	PT_Phone9472	PT_SampleNotes9472	NSPT9472	PT10671	PT_Prod9472	30	5	EA	Paper Towel	PTINV9584	12	47
067	131938	131938	expenseCategory	F	food	PT_Group9473	PT_Sup9473	PT_Add9473	PT_ContactName9473	PT_EMAIL01@test.com	PT_Phone9473	PT_SampleNotes9473	NSPT9473	PT10672	PT_Prod9473	15	5	CS	Meat	PTINV9585	15	38
067	131946	131946	expenseCategory	C	food	PT_Group9474	PT_Sup9474	PT_Add9474	PT_ContactName9474	PT_EMAIL02@test.com	PT_Phone9474	PT_SampleNotes9474	NSPT9474	PT10673	PT_Prod9474	20	5	EA	Meat	PTINV9586	20	60
067	131953	131953	location	D	food	PT_Group9475	PT_Sup9475	PT_Add9475	PT_ContactName9475	PT_EMAIL01@test.com	PT_Phone9475	PT_SampleNotes9475	NSPT9475	PT10674	PT_Prod9475	12	5	CS	Meat	PTINV9587	50	58
067	131979	131979	expenseCategory	F	food	PT_Group9476	PT_Sup9476	PT_Add9476	PT_ContactName9476	PT_EMAIL02@test.com	PT_Phone9476	PT_SampleNotes9476	NSPT9476	PT10675	PT_Prod9476	15	5	EA	Dairy	PTINV9588	20	61
067	131987	131987	expenseCategory	D	nonFood	PT_Group9477	PT_Sup9477	PT_Add9477	PT_ContactName9477	PT_EMAIL01@test.com	PT_Phone9477	PT_SampleNotes9477	NSPT9477	PT10676	PT_Prod9477	16	5	CS	Dairy	PTINV9589	75	70
067	132001	132001	expenseCategory	F	food	PT_Group9478	PT_Sup9478	PT_Add9478	PT_ContactName9478	PT_EMAIL02@test.com	PT_Phone9478	PT_SampleNotes9478	NSPT9478	PT10677	PT_Prod9478	20	5	EA	Dairy	PTINV9590	60	48
067	132019	132019	expenseCategory	C	food	PT_Group9479	PT_Sup9479	PT_Add9479	PT_ContactName9479	PT_EMAIL01@test.com	PT_Phone9479	PT_SampleNotes9479	NSPT9479	PT10678	PT_Prod9479	25	5	CS	Paper Towel	PTINV9591	5	62
067	132027	132027	expenseCategory	D	food	PT_Group9480	PT_Sup9480	PT_Add9480	PT_ContactName9480	PT_EMAIL02@test.com	PT_Phone9480	PT_SampleNotes9480	NSPT9480	PT10679	PT_Prod9480	10	5	EA	Paper Towel	PTINV9592	3	80
067	132035	132035	expenseCategory	F	food	PT_Group9481	PT_Sup9481	PT_Add9481	PT_ContactName9481	PT_EMAIL01@test.com	PT_Phone9481	PT_SampleNotes9481	NSPT9481	PT10680	PT_Prod9481	12	5	CS	Paper Towel	PTINV9593	45	71
067	132050	132050	location	D	nonFood	PT_Group9482	PT_Sup9482	PT_Add9482	PT_ContactName9482	PT_EMAIL02@test.com	PT_Phone9482	PT_SampleNotes9482	NSPT9482	PT10681	PT_Prod9482	15	5	EA	Paper Towel	PTINV9594	45	6
067	132068	132068	expenseCategory	F	food	PT_Group9483	PT_Sup9483	PT_Add9483	PT_ContactName9483	PT_EMAIL01@test.com	PT_Phone9483	PT_SampleNotes9483	NSPT9483	PT10682	PT_Prod9483	18	5	CS	Dairy	PTINV9595	23	39
067	132076	132076	expenseCategory	C	food	PT_Group9484	PT_Sup9484	PT_Add9484	PT_ContactName9484	PT_EMAIL02@test.com	PT_Phone9484	PT_SampleNotes9484	NSPT9484	PT10683	PT_Prod9484	30	5	EA	Paper Towel	PTINV9596	14	59
067	132084	132084	expenseCategory	D	food	PT_Group9485	PT_Sup9485	PT_Add9485	PT_ContactName9485	PT_EMAIL01@test.com	PT_Phone9485	PT_SampleNotes9485	NSPT9485	PT10684	PT_Prod9485	15	5	CS	Paper Towel	PTINV9597	12	63
067	132092	132092	expenseCategory	F	food	PT_Group9486	PT_Sup9486	PT_Add9486	PT_ContactName9486	PT_EMAIL02@test.com	PT_Phone9486	PT_SampleNotes9486	NSPT9486	PT10685	PT_Prod9486	20	5	EA	Meat	PTINV9598	6	72
067	132118	132118	expenseCategory	D	nonFood	PT_Group9487	PT_Sup9487	PT_Add9487	PT_ContactName9487	PT_EMAIL01@test.com	PT_Phone9487	PT_SampleNotes9487	NSPT9487	PT10686	PT_Prod9487	12	5	CS	Meat	PTINV9599	6	49
067	132126	132126	expenseCategory	F	food	PT_Group9488	PT_Sup9488	PT_Add9488	PT_ContactName9488	PT_EMAIL02@test.com	PT_Phone9488	PT_SampleNotes9488	NSPT9488	PT10687	PT_Prod9488	15	5	EA	Meat	PTINV9600	4	5
067	132134	132134	expenseCategory	C	food	PT_Group9489	PT_Sup9489	PT_Add9489	PT_ContactName9489	PT_EMAIL01@test.com	PT_Phone9489	PT_SampleNotes9489	NSPT9489	PT10688	PT_Prod9489	16	5	CS	Dairy	PTINV9601	20	73
067	132142	132142	location	D	food	PT_Group9490	PT_Sup9490	PT_Add9490	PT_ContactName9490	PT_EMAIL02@test.com	PT_Phone9490	PT_SampleNotes9490	NSPT9490	PT10689	PT_Prod9490	20	5	EA	Dairy	PTINV9602	30	64
067	132159	132159	expenseCategory	F	food	PT_Group9491	PT_Sup9491	PT_Add9491	PT_ContactName9491	PT_EMAIL01@test.com	PT_Phone9491	PT_SampleNotes9491	NSPT9491	PT10690	PT_Prod9491	25	5	CS	Dairy	PTINV9603	8	12
067	132167	132167	expenseCategory	D	nonFood	PT_Group9492	PT_Sup9492	PT_Add9492	PT_ContactName9492	PT_EMAIL02@test.com	PT_Phone9492	PT_SampleNotes9492	NSPT9492	PT10691	PT_Prod9492	10	5	EA	Paper Towel	PTINV9604	10	15
067	132183	132183	expenseCategory	F	food	PT_Group9493	PT_Sup9493	PT_Add9493	PT_ContactName9493	PT_EMAIL01@test.com	PT_Phone9493	PT_SampleNotes9493	NSPT9493	PT10692	PT_Prod9493	12	5	CS	Paper Towel	PTINV9605	12	20
067	132209	132209	expenseCategory	C	food	PT_Group9494	PT_Sup9494	PT_Add9494	PT_ContactName9494	PT_EMAIL02@test.com	PT_Phone9494	PT_SampleNotes9494	NSPT9494	PT10693	PT_Prod9494	15	5	EA	Paper Towel	PTINV9606	15	55
067	132217	132217	expenseCategory	D	food	PT_Group9495	PT_Sup9495	PT_Add9495	PT_ContactName9495	PT_EMAIL01@test.com	PT_Phone9495	PT_SampleNotes9495	NSPT9495	PT10694	PT_Prod9495	18	5	CS	Dairy	PTINV9607	20	74
067	132225	132225	expenseCategory	F	food	PT_Group9496	PT_Sup9496	PT_Add9496	PT_ContactName9496	PT_EMAIL02@test.com	PT_Phone9496	PT_SampleNotes9496	NSPT9496	PT10695	PT_Prod9496	30	5	EA	Paper Towel	PTINV9608	50	34
067	132233	132233	expenseCategory	D	nonFood	PT_Group9497	PT_Sup9497	PT_Add9497	PT_ContactName9497	PT_EMAIL01@test.com	PT_Phone9497	PT_SampleNotes9497	NSPT9497	PT10696	PT_Prod9497	15	5	CS	Paper Towel	PTINV9609	20	21
067	132241	132241	expenseCategory	F	food	PT_Group9498	PT_Sup9498	PT_Add9498	PT_ContactName9498	PT_EMAIL02@test.com	PT_Phone9498	PT_SampleNotes9498	NSPT9498	PT10697	PT_Prod9498	20	5	EA	Meat	PTINV9610	75	65
067	132258	132258	location	C	food	PT_Group9499	PT_Sup9499	PT_Add9499	PT_ContactName9499	PT_EMAIL01@test.com	PT_Phone9499	PT_SampleNotes9499	NSPT9499	PT10698	PT_Prod9499	12	5	CS	Meat	PTINV9611	60	42
067	132266	132266	expenseCategory	D	food	PT_Group9500	PT_Sup9500	PT_Add9500	PT_ContactName9500	PT_EMAIL02@test.com	PT_Phone9500	PT_SampleNotes9500	NSPT9500	PT10699	PT_Prod9500	15	5	EA	Meat	PTINV9612	5	35
067	132274	132274	expenseCategory	F	food	PT_Group9501	PT_Sup9501	PT_Add9501	PT_ContactName9501	PT_EMAIL01@test.com	PT_Phone9501	PT_SampleNotes9501	NSPT9501	PT10700	PT_Prod9501	12	5	CS	Meat	PTINV9613	3	75
067	132282	132282	expenseCategory	D	nonFood	PT_Group9502	PT_Sup9502	PT_Add9502	PT_ContactName9502	PT_EMAIL02@test.com	PT_Phone9502	PT_SampleNotes9502	NSPT9502	PT10701	PT_Prod9502	15	5	EA	Meat	PTINV9614	45	10
067	132290	132290	expenseCategory	F	food	PT_Group9503	PT_Sup9503	PT_Add9503	PT_ContactName9503	PT_EMAIL01@test.com	PT_Phone9503	PT_SampleNotes9503	NSPT9503	PT10702	PT_Prod9503	16	5	CS	Meat	PTINV9615	45	33
067	132308	132308	expenseCategory	C	food	PT_Group9504	PT_Sup9504	PT_Add9504	PT_ContactName9504	PT_EMAIL02@test.com	PT_Phone9504	PT_SampleNotes9504	NSPT9504	PT10703	PT_Prod9504	20	5	EA	Dairy	PTINV9616	23	66
067	132324	132324	expenseCategory	D	food	PT_Group9505	PT_Sup9505	PT_Add9505	PT_ContactName9505	PT_EMAIL01@test.com	PT_Phone9505	PT_SampleNotes9505	NSPT9505	PT10704	PT_Prod9505	25	5	CS	Dairy	PTINV9617	14	12
067	132332	132332	location	F	food	PT_Group9506	PT_Sup9506	PT_Add9506	PT_ContactName9506	PT_EMAIL02@test.com	PT_Phone9506	PT_SampleNotes9506	NSPT9506	PT10705	PT_Prod9506	10	5	EA	Dairy	PTINV9618	12	49
067	132340	132340	expenseCategory	D	nonFood	PT_Group9507	PT_Sup9507	PT_Add9507	PT_ContactName9507	PT_EMAIL01@test.com	PT_Phone9507	PT_SampleNotes9507	NSPT9507	PT10706	PT_Prod9507	12	5	CS	Paper Towel	PTINV9619	6	32
067	132357	132357	expenseCategory	F	food	PT_Group9508	PT_Sup9508	PT_Add9508	PT_ContactName9508	PT_EMAIL02@test.com	PT_Phone9508	PT_SampleNotes9508	NSPT9508	PT10707	PT_Prod9508	15	5	EA	Paper Towel	PTINV9620	6	29
067	132365	132365	expenseCategory	C	food	PT_Group9509	PT_Sup9509	PT_Add9509	PT_ContactName9509	PT_EMAIL01@test.com	PT_Phone9509	PT_SampleNotes9509	NSPT9509	PT10708	PT_Prod9509	18	5	CS	Paper Towel	PTINV9621	4	37
067	132373	132373	expenseCategory	D	food	PT_Group9510	PT_Sup9510	PT_Add9510	PT_ContactName9510	PT_EMAIL02@test.com	PT_Phone9510	PT_SampleNotes9510	NSPT9510	PT10709	PT_Prod9510	30	5	EA	Paper Towel	PTINV9622	20	23
067	132381	132381	expenseCategory	F	food	PT_Group9511	PT_Sup9511	PT_Add9511	PT_ContactName9511	PT_EMAIL01@test.com	PT_Phone9511	PT_SampleNotes9511	NSPT9511	PT10710	PT_Prod9511	15	5	CS	Dairy	PTINV9623	30	52
067	132399	132399	expenseCategory	D	nonFood	PT_Group9512	PT_Sup9512	PT_Add9512	PT_ContactName9512	PT_EMAIL02@test.com	PT_Phone9512	PT_SampleNotes9512	NSPT9512	PT10711	PT_Prod9512	20	5	EA	Paper Towel	PTINV9624	8	68
067	132407	132407	expenseCategory	F	food	PT_Group9513	PT_Sup9513	PT_Add9513	PT_ContactName9513	PT_EMAIL01@test.com	PT_Phone9513	PT_SampleNotes9513	NSPT9513	PT10712	PT_Prod9513	12	5	CS	Meat	PTINV9625	10	22
067	132415	132415	expenseCategory	C	food	PT_Group9514	PT_Sup9514	PT_Add9514	PT_ContactName9514	PT_EMAIL02@test.com	PT_Phone9514	PT_SampleNotes9514	NSPT9514	PT10713	PT_Prod9514	15	5	EA	Meat	PTINV9626	12	38
067	132423	132423	expenseCategory	D	food	PT_Group9515	PT_Sup9515	PT_Add9515	PT_ContactName9515	PT_EMAIL01@test.com	PT_Phone9515	PT_SampleNotes9515	NSPT9515	PT10714	PT_Prod9515	16	5	CS	Meat	PTINV9627	15	44
067	132431	132431	expenseCategory	F	food	PT_Group9516	PT_Sup9516	PT_Add9516	PT_ContactName9516	PT_EMAIL02@test.com	PT_Phone9516	PT_SampleNotes9516	NSPT9516	PT10715	PT_Prod9516	20	5	EA	Dairy	PTINV9628	20	77
067	132449	132449	expenseCategory	D	nonFood	PT_Group9517	PT_Sup9517	PT_Add9517	PT_ContactName9517	PT_EMAIL01@test.com	PT_Phone9517	PT_SampleNotes9517	NSPT9517	PT10716	PT_Prod9517	25	5	CS	Dairy	PTINV9629	50	76
067	132456	132456	expenseCategory	F	food	PT_Group9518	PT_Sup9518	PT_Add9518	PT_ContactName9518	PT_EMAIL02@test.com	PT_Phone9518	PT_SampleNotes9518	NSPT9518	PT10717	PT_Prod9518	10	5	EA	Dairy	PTINV9630	20	30
067	132464	132464	expenseCategory	C	food	PT_Group9519	PT_Sup9519	PT_Add9519	PT_ContactName9519	PT_EMAIL01@test.com	PT_Phone9519	PT_SampleNotes9519	NSPT9519	PT10718	PT_Prod9519	12	5	CS	Paper Towel	PTINV9631	75	35
067	132472	132472	expenseCategory	D	food	PT_Group9520	PT_Sup9520	PT_Add9520	PT_ContactName9520	PT_EMAIL02@test.com	PT_Phone9520	PT_SampleNotes9520	NSPT9520	PT10719	PT_Prod9520	15	5	EA	Paper Towel	PTINV9632	60	42
067	132506	132506	expenseCategory	F	food	PT_Group9521	PT_Sup9521	PT_Add9521	PT_ContactName9521	PT_EMAIL01@test.com	PT_Phone9521	PT_SampleNotes9521	NSPT9521	PT10720	PT_Prod9521	18	5	CS	Paper Towel	PTINV9633	5	90
067	132522	132522	location	D	nonFood	PT_Group9522	PT_Sup9522	PT_Add9522	PT_ContactName9522	PT_EMAIL02@test.com	PT_Phone9522	PT_SampleNotes9522	NSPT9522	PT10721	PT_Prod9522	30	5	EA	Paper Towel	PTINV9634	3	85
067	132530	132530	expenseCategory	F	food	PT_Group9523	PT_Sup9523	PT_Add9523	PT_ContactName9523	PT_EMAIL01@test.com	PT_Phone9523	PT_SampleNotes9523	NSPT9523	PT10722	PT_Prod9523	15	5	CS	Meat	PTINV9635	45	95
067	132548	132548	expenseCategory	C	food	PT_Group9524	PT_Sup9524	PT_Add9524	PT_ContactName9524	PT_EMAIL02@test.com	PT_Phone9524	PT_SampleNotes9524	NSPT9524	PT10723	PT_Prod9524	20	5	EA	Meat	PTINV9636	45	45
067	132555	132555	expenseCategory	D	food	PT_Group9525	PT_Sup9525	PT_Add9525	PT_ContactName9525	PT_EMAIL01@test.com	PT_Phone9525	PT_SampleNotes9525	NSPT9525	PT10724	PT_Prod9525	12	5	CS	Meat	PTINV9637	23	51
067	132571	132571	expenseCategory	F	food	PT_Group9526	PT_Sup9526	PT_Add9526	PT_ContactName9526	PT_EMAIL02@test.com	PT_Phone9526	PT_SampleNotes9526	NSPT9526	PT10725	PT_Prod9526	15	5	EA	Dairy	PTINV9638	14	10
067	132589	132589	expenseCategory	D	nonFood	PT_Group9527	PT_Sup9527	PT_Add9527	PT_ContactName9527	PT_EMAIL01@test.com	PT_Phone9527	PT_SampleNotes9527	NSPT9527	PT10726	PT_Prod9527	16	5	CS	Dairy	PTINV9639	12	11
067	132597	132597	expenseCategory	F	food	PT_Group9528	PT_Sup9528	PT_Add9528	PT_ContactName9528	PT_EMAIL02@test.com	PT_Phone9528	PT_SampleNotes9528	NSPT9528	PT10727	PT_Prod9528	20	5	EA	Dairy	PTINV9640	6	12
067	132605	132605	location	C	food	PT_Group9529	PT_Sup9529	PT_Add9529	PT_ContactName9529	PT_EMAIL01@test.com	PT_Phone9529	PT_SampleNotes9529	NSPT9529	PT10728	PT_Prod9529	25	5	CS	Paper Towel	PTINV9641	6	13
067	132621	132621	expenseCategory	D	food	PT_Group9530	PT_Sup9530	PT_Add9530	PT_ContactName9530	PT_EMAIL02@test.com	PT_Phone9530	PT_SampleNotes9530	NSPT9530	PT10729	PT_Prod9530	10	5	EA	Paper Towel	PTINV9642	4	14
067	132639	132639	expenseCategory	F	food	PT_Group9531	PT_Sup9531	PT_Add9531	PT_ContactName9531	PT_EMAIL01@test.com	PT_Phone9531	PT_SampleNotes9531	NSPT9531	PT10730	PT_Prod9531	12	5	CS	Paper Towel	PTINV9643	20	15
067	132647	132647	expenseCategory	D	nonFood	PT_Group9532	PT_Sup9532	PT_Add9532	PT_ContactName9532	PT_EMAIL02@test.com	PT_Phone9532	PT_SampleNotes9532	NSPT9532	PT10731	PT_Prod9532	15	5	EA	Paper Towel	PTINV9644	30	16
067	132662	132662	expenseCategory	F	food	PT_Group9533	PT_Sup9533	PT_Add9533	PT_ContactName9533	PT_EMAIL01@test.com	PT_Phone9533	PT_SampleNotes9533	NSPT9533	PT10732	PT_Prod9533	18	5	CS	Dairy	PTINV9645	8	17
067	132670	132670	expenseCategory	C	food	PT_Group9534	PT_Sup9534	PT_Add9534	PT_ContactName9534	PT_EMAIL02@test.com	PT_Phone9534	PT_SampleNotes9534	NSPT9534	PT10733	PT_Prod9534	30	5	EA	Paper Towel	PTINV9646	10	18
067	132688	132688	expenseCategory	D	food	PT_Group9535	PT_Sup9535	PT_Add9535	PT_ContactName9535	PT_EMAIL01@test.com	PT_Phone9535	PT_SampleNotes9535	NSPT9535	PT10734	PT_Prod9535	15	5	CS	Paper Towel	PTINV9647	12	19
067	132696	132696	expenseCategory	F	food	PT_Group9536	PT_Sup9536	PT_Add9536	PT_ContactName9536	PT_EMAIL02@test.com	PT_Phone9536	PT_SampleNotes9536	NSPT9536	PT10735	PT_Prod9536	20	5	EA	Meat	PTINV9648	15	20
067	132720	132720	location	D	nonFood	PT_Group9537	PT_Sup9537	PT_Add9537	PT_ContactName9537	PT_EMAIL01@test.com	PT_Phone9537	PT_SampleNotes9537	NSPT9537	PT10736	PT_Prod9537	12	5	CS	Meat	PTINV9649	20	30
