P_OpCo	P_CustomerID	P_UserID	P_Location	P_StorageName	P_FoodType	P_GroupName	P_SupplierName	P_Address	P_ContactName	P_Email	P_PhoneNumber	P_Notes	P_ProductName	P_MaterialID	P_Brand	P_AvgWtPerCase	P_PackPerSize	P_UOM	P_CategoryName	P_InvoiceNumber	P_Price	P_Quantity
067	00349	00349	expenseCategory	D	nonFood	PT_Group1028	PT_Sup1028	PT_Add1028	PT_ContactName1028	PT_EMAIL02@test.com	PT_Phone1028	PT_SampleNotes1028	NSPT1028	0020420	PT_Prod1028	20	5	EA	Dairy	PTINV1140	8	30
067	00349	00349	expenseCategory	F	food	PT_Group1029	PT_Sup1029	PT_Add1029	PT_ContactName1029	PT_EMAIL01@test.com	PT_Phone1029	PT_SampleNotes1029	NSPT1029	0020552	PT_Prod1029	25	5	CS	Paper Towel	PTINV1141	10	40
067	00349	00349	expenseCategory	C	food	PT_Group1030	PT_Sup1030	PT_Add1030	PT_ContactName1030	PT_EMAIL02@test.com	PT_Phone1030	PT_SampleNotes1030	NSPT1030	0021311	PT_Prod1030	10	5	EA	Paper Towel	PTINV1142	12	41
067	00349	00349	expenseCategory	D	food	PT_Group1031	PT_Sup1031	PT_Add1031	PT_ContactName1031	PT_EMAIL01@test.com	PT_Phone1031	PT_SampleNotes1031	NSPT1031	0022129	PT_Prod1031	12	5	CS	Paper Towel	PTINV1143	15	42
067	00349	00349	expenseCategory	F	food	PT_Group1032	PT_Sup1032	PT_Add1032	PT_ContactName1032	PT_EMAIL02@test.com	PT_Phone1032	PT_SampleNotes1032	NSPT1032	0024042	PT_Prod1032	15	5	EA	Paper Towel	PTINV1144	20	22
067	00349	00349	location	D	nonFood	PT_Group1033	PT_Sup1033	PT_Add1033	PT_ContactName1033	PT_EMAIL01@test.com	PT_Phone1033	PT_SampleNotes1033	NSPT1033	0024836	PT_Prod1033	18	5	CS	Dairy	PTINV1145	50	23
067	00349	00349	expenseCategory	F	food	PT_Group1034	PT_Sup1034	PT_Add1034	PT_ContactName1034	PT_EMAIL02@test.com	PT_Phone1034	PT_SampleNotes1034	NSPT1034	0025668	PT_Prod1034	30	5	EA	Paper Towel	PTINV1146	20	31
067	00349	00349	expenseCategory	C	food	PT_Group1035	PT_Sup1035	PT_Add1035	PT_ContactName1035	PT_EMAIL01@test.com	PT_Phone1035	PT_SampleNotes1035	NSPT1035	0025866	PT_Prod1035	15	5	CS	Paper Towel	PTINV1147	75	32
067	00349	00349	expenseCategory	D	food	PT_Group1036	PT_Sup1036	PT_Add1036	PT_ContactName1036	PT_EMAIL02@test.com	PT_Phone1036	PT_SampleNotes1036	NSPT1036	0026328	PT_Prod1036	20	5	EA	Meat	PTINV1148	60	43
067	00349	00349	expenseCategory	F	food	PT_Group1037	PT_Sup1037	PT_Add1037	PT_ContactName1037	PT_EMAIL01@test.com	PT_Phone1037	PT_SampleNotes1037	NSPT1037	0026666	PT_Prod1037	12	5	CS	Meat	PTINV1149	5	33
067	00349	00349	expenseCategory	D	nonFood	PT_Group1038	PT_Sup1038	PT_Add1038	PT_ContactName1038	PT_EMAIL02@test.com	PT_Phone1038	PT_SampleNotes1038	NSPT1038	0026740	PT_Prod1038	15	5	EA	Meat	PTINV1150	3	24
067	00349	00349	expenseCategory	F	food	PT_Group1039	PT_Sup1039	PT_Add1039	PT_ContactName1039	PT_EMAIL01@test.com	PT_Phone1039	PT_SampleNotes1039	NSPT1039	0026815	PT_Prod1039	16	5	CS	Dairy	PTINV1151	45	50
067	00349	00349	expenseCategory	C	food	PT_Group1040	PT_Sup1040	PT_Add1040	PT_ContactName1040	PT_EMAIL02@test.com	PT_Phone1040	PT_SampleNotes1040	NSPT1040	0026906	PT_Prod1040	20	5	EA	Dairy	PTINV1152	45	9
067	00349	00349	location	D	food	PT_Group1041	PT_Sup1041	PT_Add1041	PT_ContactName1041	PT_EMAIL01@test.com	PT_Phone1041	PT_SampleNotes1041	NSPT1041	0027292	PT_Prod1041	25	5	CS	Dairy	PTINV1153	23	8
067	00349	00349	expenseCategory	F	food	PT_Group1042	PT_Sup1042	PT_Add1042	PT_ContactName1042	PT_EMAIL02@test.com	PT_Phone1042	PT_SampleNotes1042	NSPT1042	0027581	PT_Prod1042	10	5	EA	Paper Towel	PTINV1154	14	51
067	00349	00349	expenseCategory	D	nonFood	PT_Group1043	PT_Sup1043	PT_Add1043	PT_ContactName1043	PT_EMAIL01@test.com	PT_Phone1043	PT_SampleNotes1043	NSPT1043	0027714	PT_Prod1043	12	5	CS	Paper Towel	PTINV1155	12	25
067	00349	00349	expenseCategory	F	food	PT_Group1044	PT_Sup1044	PT_Add1044	PT_ContactName1044	PT_EMAIL02@test.com	PT_Phone1044	PT_SampleNotes1044	NSPT1044	0027938	PT_Prod1044	15	5	EA	Paper Towel	PTINV1156	6	10
067	00349	00349	expenseCategory	C	food	PT_Group1045	PT_Sup1045	PT_Add1045	PT_ContactName1045	PT_EMAIL01@test.com	PT_Phone1045	PT_SampleNotes1045	NSPT1045	0028019	PT_Prod1045	18	5	CS	Dairy	PTINV1157	6	34
067	00349	00349	expenseCategory	F	food	PT_Group1047	PT_Sup1047	PT_Add1047	PT_ContactName1047	PT_EMAIL01@test.com	PT_Phone1047	PT_SampleNotes1047	NSPT1047	0028035	PT_Prod1047	15	5	CS	Paper Towel	PTINV1159	20	26
067	00349	00349	expenseCategory	D	nonFood	PT_Group1048	PT_Sup1048	PT_Add1048	PT_ContactName1048	PT_EMAIL02@test.com	PT_Phone1048	PT_SampleNotes1048	NSPT1048	0028084	PT_Prod1048	20	5	EA	Meat	PTINV1160	30	35
067	00349	00349	expenseCategory	F	food	PT_Group1049	PT_Sup1049	PT_Add1049	PT_ContactName1049	PT_EMAIL01@test.com	PT_Phone1049	PT_SampleNotes1049	NSPT1049	0028134	PT_Prod1049	12	5	CS	Meat	PTINV1161	8	52
067	00349	00349	location	C	food	PT_Group1050	PT_Sup1050	PT_Add1050	PT_ContactName1050	PT_EMAIL02@test.com	PT_Phone1050	PT_SampleNotes1050	NSPT1050	0028522	PT_Prod1050	15	5	EA	Meat	PTINV1162	10	53
067	00349	00349	expenseCategory	D	food	PT_Group1051	PT_Sup1051	PT_Add1051	PT_ContactName1051	PT_EMAIL01@test.com	PT_Phone1051	PT_SampleNotes1051	NSPT1051	0029033	PT_Prod1051	12	5	CS	Meat	PTINV1163	12	35
067	00349	00349	expenseCategory	F	food	PT_Group1052	PT_Sup1052	PT_Add1052	PT_ContactName1052	PT_EMAIL02@test.com	PT_Phone1052	PT_SampleNotes1052	NSPT1052	0029140	PT_Prod1052	15	5	EA	Meat	PTINV1164	15	54
067	00349	00349	expenseCategory	D	nonFood	PT_Group1053	PT_Sup1053	PT_Add1053	PT_ContactName1053	PT_EMAIL01@test.com	PT_Phone1053	PT_SampleNotes1053	NSPT1053	0029231	PT_Prod1053	16	5	CS	Meat	PTINV1165	20	27
067	00349	00349	expenseCategory	F	food	PT_Group1054	PT_Sup1054	PT_Add1054	PT_ContactName1054	PT_EMAIL02@test.com	PT_Phone1054	PT_SampleNotes1054	NSPT1054	0029561	PT_Prod1054	20	5	EA	Dairy	PTINV1166	50	45
067	00349	00349	expenseCategory	C	food	PT_Group1055	PT_Sup1055	PT_Add1055	PT_ContactName1055	PT_EMAIL01@test.com	PT_Phone1055	PT_SampleNotes1055	NSPT1055	0030627	PT_Prod1055	25	5	CS	Dairy	PTINV1167	20	36
067	00349	00349	expenseCategory	D	food	PT_Group1056	PT_Sup1056	PT_Add1056	PT_ContactName1056	PT_EMAIL02@test.com	PT_Phone1056	PT_SampleNotes1056	NSPT1056	0030684	PT_Prod1056	10	5	EA	Dairy	PTINV1168	75	28
067	00349	00349	location	F	food	PT_Group1057	PT_Sup1057	PT_Add1057	PT_ContactName1057	PT_EMAIL01@test.com	PT_Phone1057	PT_SampleNotes1057	NSPT1057	0031039	PT_Prod1057	12	5	CS	Paper Towel	PTINV1169	60	55
067	00349	00349	expenseCategory	D	nonFood	PT_Group1058	PT_Sup1058	PT_Add1058	PT_ContactName1058	PT_EMAIL02@test.com	PT_Phone1058	PT_SampleNotes1058	NSPT1058	0031062	PT_Prod1058	15	5	EA	Paper Towel	PTINV1170	5	46
067	00349	00349	expenseCategory	F	food	PT_Group1059	PT_Sup1059	PT_Add1059	PT_ContactName1059	PT_EMAIL01@test.com	PT_Phone1059	PT_SampleNotes1059	NSPT1059	0031070	PT_Prod1059	18	5	CS	Paper Towel	PTINV1171	3	7
067	00349	00349	expenseCategory	C	food	PT_Group1060	PT_Sup1060	PT_Add1060	PT_ContactName1060	PT_EMAIL02@test.com	PT_Phone1060	PT_SampleNotes1060	NSPT1060	0031542	PT_Prod1060	30	5	EA	Paper Towel	PTINV1172	45	29
067	00349	00349	expenseCategory	D	food	PT_Group1061	PT_Sup1061	PT_Add1061	PT_ContactName1061	PT_EMAIL01@test.com	PT_Phone1061	PT_SampleNotes1061	NSPT1061	0035568	PT_Prod1061	15	5	CS	Dairy	PTINV1173	45	56
067	00349	00349	expenseCategory	F	food	PT_Group1062	PT_Sup1062	PT_Add1062	PT_ContactName1062	PT_EMAIL02@test.com	PT_Phone1062	PT_SampleNotes1062	NSPT1062	0036905	PT_Prod1062	20	5	EA	Paper Towel	PTINV1174	23	37
067	00349	00349	expenseCategory	D	nonFood	PT_Group1063	PT_Sup1063	PT_Add1063	PT_ContactName1063	PT_EMAIL01@test.com	PT_Phone1063	PT_SampleNotes1063	NSPT1063	0037341	PT_Prod1063	12	5	CS	Meat	PTINV1175	14	57
067	00349	00349	expenseCategory	F	food	PT_Group1064	PT_Sup1064	PT_Add1064	PT_ContactName1064	PT_EMAIL02@test.com	PT_Phone1064	PT_SampleNotes1064	NSPT1064	0037903	PT_Prod1064	15	5	EA	Meat	PTINV1176	12	47
067	00349	00349	location	C	food	PT_Group1065	PT_Sup1065	PT_Add1065	PT_ContactName1065	PT_EMAIL01@test.com	PT_Phone1065	PT_SampleNotes1065	NSPT1065	0038299	PT_Prod1065	16	5	CS	Meat	PTINV1177	6	38
067	00349	00349	expenseCategory	D	food	PT_Group1066	PT_Sup1066	PT_Add1066	PT_ContactName1066	PT_EMAIL02@test.com	PT_Phone1066	PT_SampleNotes1066	NSPT1066	0038521	PT_Prod1066	20	5	EA	Dairy	PTINV1178	6	60
067	00349	00349	expenseCategory	F	food	PT_Group1067	PT_Sup1067	PT_Add1067	PT_ContactName1067	PT_EMAIL01@test.com	PT_Phone1067	PT_SampleNotes1067	NSPT1067	0038554	PT_Prod1067	25	5	CS	Dairy	PTINV1179	4	58
067	00349	00349	expenseCategory	D	nonFood	PT_Group1068	PT_Sup1068	PT_Add1068	PT_ContactName1068	PT_EMAIL02@test.com	PT_Phone1068	PT_SampleNotes1068	NSPT1068	0038794	PT_Prod1068	10	5	EA	Dairy	PTINV1180	20	61
067	00349	00349	expenseCategory	F	food	PT_Group1069	PT_Sup1069	PT_Add1069	PT_ContactName1069	PT_EMAIL01@test.com	PT_Phone1069	PT_SampleNotes1069	NSPT1069	0040444	PT_Prod1069	12	5	CS	Paper Towel	PTINV1181	30	70
067	00349	00349	expenseCategory	C	food	PT_Group1070	PT_Sup1070	PT_Add1070	PT_ContactName1070	PT_EMAIL02@test.com	PT_Phone1070	PT_SampleNotes1070	NSPT1070	0040451	PT_Prod1070	15	5	EA	Paper Towel	PTINV1182	8	48
067	00349	00349	expenseCategory	D	food	PT_Group1071	PT_Sup1071	PT_Add1071	PT_ContactName1071	PT_EMAIL01@test.com	PT_Phone1071	PT_SampleNotes1071	NSPT1071	0040535	PT_Prod1071	18	5	CS	Paper Towel	PTINV1183	10	62
067	00349	00349	expenseCategory	F	food	PT_Group1072	PT_Sup1072	PT_Add1072	PT_ContactName1072	PT_EMAIL02@test.com	PT_Phone1072	PT_SampleNotes1072	NSPT1072	0042051	PT_Prod1072	30	5	EA	Paper Towel	PTINV1184	12	80
067	00349	00349	expenseCategory	D	nonFood	PT_Group1073	PT_Sup1073	PT_Add1073	PT_ContactName1073	PT_EMAIL01@test.com	PT_Phone1073	PT_SampleNotes1073	NSPT1073	0043075	PT_Prod1073	15	5	CS	Meat	PTINV1185	15	71
067	00349	00349	location	F	food	PT_Group1074	PT_Sup1074	PT_Add1074	PT_ContactName1074	PT_EMAIL02@test.com	PT_Phone1074	PT_SampleNotes1074	NSPT1074	0043323	PT_Prod1074	20	5	EA	Meat	PTINV1186	20	6
067	00349	00349	expenseCategory	C	food	PT_Group1075	PT_Sup1075	PT_Add1075	PT_ContactName1075	PT_EMAIL01@test.com	PT_Phone1075	PT_SampleNotes1075	NSPT1075	0044826	PT_Prod1075	12	5	CS	Meat	PTINV1187	50	39
067	00349	00349	expenseCategory	D	food	PT_Group1076	PT_Sup1076	PT_Add1076	PT_ContactName1076	PT_EMAIL02@test.com	PT_Phone1076	PT_SampleNotes1076	NSPT1076	0044834	PT_Prod1076	15	5	EA	Dairy	PTINV1188	20	59
067	00349	00349	expenseCategory	F	food	PT_Group1077	PT_Sup1077	PT_Add1077	PT_ContactName1077	PT_EMAIL01@test.com	PT_Phone1077	PT_SampleNotes1077	NSPT1077	0045054	PT_Prod1077	16	5	CS	Dairy	PTINV1189	75	63
067	00349	00349	expenseCategory	D	nonFood	PT_Group1078	PT_Sup1078	PT_Add1078	PT_ContactName1078	PT_EMAIL02@test.com	PT_Phone1078	PT_SampleNotes1078	NSPT1078	0045385	PT_Prod1078	20	5	EA	Dairy	PTINV1190	60	72
067	00349	00349	expenseCategory	F	food	PT_Group1079	PT_Sup1079	PT_Add1079	PT_ContactName1079	PT_EMAIL01@test.com	PT_Phone1079	PT_SampleNotes1079	NSPT1079	0045740	PT_Prod1079	25	5	CS	Paper Towel	PTINV1191	5	49
067	00349	00349	expenseCategory	C	food	PT_Group1080	PT_Sup1080	PT_Add1080	PT_ContactName1080	PT_EMAIL02@test.com	PT_Phone1080	PT_SampleNotes1080	NSPT1080	0045997	PT_Prod1080	10	5	EA	Paper Towel	PTINV1192	3	5
067	00349	00349	location	D	food	PT_Group1081	PT_Sup1081	PT_Add1081	PT_ContactName1081	PT_EMAIL01@test.com	PT_Phone1081	PT_SampleNotes1081	NSPT1081	0046219	PT_Prod1081	12	5	CS	Paper Towel	PTINV1193	45	73
067	00349	00349	expenseCategory	F	food	PT_Group1082	PT_Sup1082	PT_Add1082	PT_ContactName1082	PT_EMAIL02@test.com	PT_Phone1082	PT_SampleNotes1082	NSPT1082	0046318	PT_Prod1082	15	5	EA	Paper Towel	PTINV1194	45	64
067	00349	00349	expenseCategory	D	nonFood	PT_Group1083	PT_Sup1083	PT_Add1083	PT_ContactName1083	PT_EMAIL01@test.com	PT_Phone1083	PT_SampleNotes1083	NSPT1083	0046730	PT_Prod1083	18	5	CS	Dairy	PTINV1195	23	12
067	00349	00349	expenseCategory	F	food	PT_Group1084	PT_Sup1084	PT_Add1084	PT_ContactName1084	PT_EMAIL02@test.com	PT_Phone1084	PT_SampleNotes1084	NSPT1084	0047506	PT_Prod1084	30	5	EA	Paper Towel	PTINV1196	14	15
067	00349	00349	expenseCategory	C	food	PT_Group1085	PT_Sup1085	PT_Add1085	PT_ContactName1085	PT_EMAIL01@test.com	PT_Phone1085	PT_SampleNotes1085	NSPT1085	0049791	PT_Prod1085	15	5	CS	Paper Towel	PTINV1197	12	20
067	00349	00349	expenseCategory	D	food	PT_Group1086	PT_Sup1086	PT_Add1086	PT_ContactName1086	PT_EMAIL02@test.com	PT_Phone1086	PT_SampleNotes1086	NSPT1086	0049890	PT_Prod1086	20	5	EA	Meat	PTINV1198	6	55
067	00349	00349	expenseCategory	F	food	PT_Group1087	PT_Sup1087	PT_Add1087	PT_ContactName1087	PT_EMAIL01@test.com	PT_Phone1087	PT_SampleNotes1087	NSPT1087	0050005	PT_Prod1087	12	5	CS	Meat	PTINV1199	6	74
067	00349	00349	expenseCategory	D	nonFood	PT_Group1088	PT_Sup1088	PT_Add1088	PT_ContactName1088	PT_EMAIL02@test.com	PT_Phone1088	PT_SampleNotes1088	NSPT1088	0050351	PT_Prod1088	15	5	EA	Meat	PTINV1200	4	34
067	00349	00349	location	F	food	PT_Group1089	PT_Sup1089	PT_Add1089	PT_ContactName1089	PT_EMAIL01@test.com	PT_Phone1089	PT_SampleNotes1089	NSPT1089	0050682	PT_Prod1089	16	5	CS	Dairy	PTINV1201	20	21
067	00349	00349	expenseCategory	C	food	PT_Group1090	PT_Sup1090	PT_Add1090	PT_ContactName1090	PT_EMAIL02@test.com	PT_Phone1090	PT_SampleNotes1090	NSPT1090	0050708	PT_Prod1090	20	5	EA	Dairy	PTINV1202	30	65
067	00349	00349	expenseCategory	D	food	PT_Group1091	PT_Sup1091	PT_Add1091	PT_ContactName1091	PT_EMAIL01@test.com	PT_Phone1091	PT_SampleNotes1091	NSPT1091	0050864	PT_Prod1091	25	5	CS	Dairy	PTINV1203	8	42
067	00349	00349	expenseCategory	F	food	PT_Group1092	PT_Sup1092	PT_Add1092	PT_ContactName1092	PT_EMAIL02@test.com	PT_Phone1092	PT_SampleNotes1092	NSPT1092	0051078	PT_Prod1092	10	5	EA	Paper Towel	PTINV1204	10	35
067	00349	00349	expenseCategory	D	nonFood	PT_Group1093	PT_Sup1093	PT_Add1093	PT_ContactName1093	PT_EMAIL01@test.com	PT_Phone1093	PT_SampleNotes1093	NSPT1093	0051466	PT_Prod1093	12	5	CS	Paper Towel	PTINV1205	12	75
067	00349	00349	expenseCategory	F	food	PT_Group1094	PT_Sup1094	PT_Add1094	PT_ContactName1094	PT_EMAIL02@test.com	PT_Phone1094	PT_SampleNotes1094	NSPT1094	0052357	PT_Prod1094	15	5	EA	Paper Towel	PTINV1206	15	10
067	00349	00349	expenseCategory	C	food	PT_Group1095	PT_Sup1095	PT_Add1095	PT_ContactName1095	PT_EMAIL01@test.com	PT_Phone1095	PT_SampleNotes1095	NSPT1095	0052407	PT_Prod1095	18	5	CS	Dairy	PTINV1207	20	33
067	00349	00349	expenseCategory	D	food	PT_Group1096	PT_Sup1096	PT_Add1096	PT_ContactName1096	PT_EMAIL02@test.com	PT_Phone1096	PT_SampleNotes1096	NSPT1096	0053041	PT_Prod1096	30	5	EA	Paper Towel	PTINV1208	50	66
067	00349	00349	expenseCategory	F	food	PT_Group1097	PT_Sup1097	PT_Add1097	PT_ContactName1097	PT_EMAIL01@test.com	PT_Phone1097	PT_SampleNotes1097	NSPT1097	0054031	PT_Prod1097	15	5	CS	Paper Towel	PTINV1209	20	12
067	00349	00349	location	D	nonFood	PT_Group1098	PT_Sup1098	PT_Add1098	PT_ContactName1098	PT_EMAIL02@test.com	PT_Phone1098	PT_SampleNotes1098	NSPT1098	0054957	PT_Prod1098	20	5	EA	Meat	PTINV1210	75	49
067	00349	00349	expenseCategory	F	food	PT_Group1099	PT_Sup1099	PT_Add1099	PT_ContactName1099	PT_EMAIL01@test.com	PT_Phone1099	PT_SampleNotes1099	NSPT1099	0055129	PT_Prod1099	12	5	CS	Meat	PTINV1211	60	32
067	00349	00349	expenseCategory	C	food	PT_Group1100	PT_Sup1100	PT_Add1100	PT_ContactName1100	PT_EMAIL02@test.com	PT_Phone1100	PT_SampleNotes1100	NSPT1100	0055202	PT_Prod1100	15	5	EA	Meat	PTINV1212	5	29
067	00349	00349	expenseCategory	D	food	PT_Group1101	PT_Sup1101	PT_Add1101	PT_ContactName1101	PT_EMAIL01@test.com	PT_Phone1101	PT_SampleNotes1101	NSPT1101	0055442	PT_Prod1101	12	5	CS	Meat	PTINV1213	3	37
067	00349	00349	expenseCategory	F	food	PT_Group1102	PT_Sup1102	PT_Add1102	PT_ContactName1102	PT_EMAIL02@test.com	PT_Phone1102	PT_SampleNotes1102	NSPT1102	0056416	PT_Prod1102	15	5	EA	Meat	PTINV1214	45	23
067	00349	00349	expenseCategory	D	nonFood	PT_Group1103	PT_Sup1103	PT_Add1103	PT_ContactName1103	PT_EMAIL01@test.com	PT_Phone1103	PT_SampleNotes1103	NSPT1103	0056556	PT_Prod1103	16	5	CS	Meat	PTINV1215	45	52
067	00349	00349	expenseCategory	F	food	PT_Group1104	PT_Sup1104	PT_Add1104	PT_ContactName1104	PT_EMAIL02@test.com	PT_Phone1104	PT_SampleNotes1104	NSPT1104	0058040	PT_Prod1104	20	5	EA	Dairy	PTINV1216	23	68
067	00349	00349	location	C	food	PT_Group1105	PT_Sup1105	PT_Add1105	PT_ContactName1105	PT_EMAIL01@test.com	PT_Phone1105	PT_SampleNotes1105	NSPT1105	0058149	PT_Prod1105	25	5	CS	Dairy	PTINV1217	14	22
067	00349	00349	expenseCategory	D	food	PT_Group1106	PT_Sup1106	PT_Add1106	PT_ContactName1106	PT_EMAIL02@test.com	PT_Phone1106	PT_SampleNotes1106	NSPT1106	0058172	PT_Prod1106	10	5	EA	Dairy	PTINV1218	12	38
067	00349	00349	expenseCategory	F	food	PT_Group1107	PT_Sup1107	PT_Add1107	PT_ContactName1107	PT_EMAIL01@test.com	PT_Phone1107	PT_SampleNotes1107	NSPT1107	0058255	PT_Prod1107	12	5	CS	Paper Towel	PTINV1219	6	44
067	00349	00349	expenseCategory	D	nonFood	PT_Group1108	PT_Sup1108	PT_Add1108	PT_ContactName1108	PT_EMAIL02@test.com	PT_Phone1108	PT_SampleNotes1108	NSPT1108	0058354	PT_Prod1108	15	5	EA	Paper Towel	PTINV1220	6	77
067	00349	00349	expenseCategory	F	food	PT_Group1109	PT_Sup1109	PT_Add1109	PT_ContactName1109	PT_EMAIL01@test.com	PT_Phone1109	PT_SampleNotes1109	NSPT1109	0058404	PT_Prod1109	18	5	CS	Paper Towel	PTINV1221	4	76
067	00349	00349	expenseCategory	C	food	PT_Group1110	PT_Sup1110	PT_Add1110	PT_ContactName1110	PT_EMAIL02@test.com	PT_Phone1110	PT_SampleNotes1110	NSPT1110	0058511	PT_Prod1110	30	5	EA	Paper Towel	PTINV1222	20	30
067	00349	00349	expenseCategory	D	food	PT_Group1111	PT_Sup1111	PT_Add1111	PT_ContactName1111	PT_EMAIL01@test.com	PT_Phone1111	PT_SampleNotes1111	NSPT1111	0058545	PT_Prod1111	15	5	CS	Dairy	PTINV1223	30	35
067	00349	00349	expenseCategory	F	food	PT_Group1112	PT_Sup1112	PT_Add1112	PT_ContactName1112	PT_EMAIL02@test.com	PT_Phone1112	PT_SampleNotes1112	NSPT1112	0059089	PT_Prod1112	20	5	EA	Paper Towel	PTINV1224	8	42
067	00349	00349	location	D	nonFood	PT_Group1113	PT_Sup1113	PT_Add1113	PT_ContactName1113	PT_EMAIL01@test.com	PT_Phone1113	PT_SampleNotes1113	NSPT1113	0059204	PT_Prod1113	12	5	CS	Meat	PTINV1225	10	90
067	00349	00349	expenseCategory	F	food	PT_Group1114	PT_Sup1114	PT_Add1114	PT_ContactName1114	PT_EMAIL02@test.com	PT_Phone1114	PT_SampleNotes1114	NSPT1114	0059220	PT_Prod1114	15	5	EA	Meat	PTINV1226	12	85
067	00349	00349	expenseCategory	C	food	PT_Group1115	PT_Sup1115	PT_Add1115	PT_ContactName1115	PT_EMAIL01@test.com	PT_Phone1115	PT_SampleNotes1115	NSPT1115	0059238	PT_Prod1115	16	5	CS	Meat	PTINV1227	15	95
067	00349	00349	expenseCategory	D	food	PT_Group1116	PT_Sup1116	PT_Add1116	PT_ContactName1116	PT_EMAIL02@test.com	PT_Phone1116	PT_SampleNotes1116	NSPT1116	0059246	PT_Prod1116	20	5	EA	Dairy	PTINV1228	20	45
067	00349	00349	expenseCategory	F	food	PT_Group1117	PT_Sup1117	PT_Add1117	PT_ContactName1117	PT_EMAIL01@test.com	PT_Phone1117	PT_SampleNotes1117	NSPT1117	0059345	PT_Prod1117	25	5	CS	Dairy	PTINV1229	50	51
